Title,URL,Keywords,FocusedAt
老而无恨,https://www.zhihu.com/question/767174008/answer/39496552599?utm_psn=1844044819242041344,"道歉, 亲子关系, 子女教育",2024-11-23
与朋友论,https://afdian.com/p/8d07d308aa1c11efa98d5254001e7c00,"沟通, 伦理, 朋友, 亲密关系, 权柄",2024-11-23
圣蓝,https://www.zhihu.com/question/417653844/answer/2635585718,"历史, 美, 世界史, 文化, 艺术, 宗教",2024-11-23
赔我啥,https://www.zhihu.com/question/55783301/answer/1224159564,"爱, 可持续性, 恋爱, 两性关系, 伦理, 亲密关系",2024-11-22
无价之宝,https://www.zhihu.com/question/418491604/answer/1444022358,"补弱/补强, 财富观, 价值, 价值观, 会计, 历史",2024-11-22
下注之前,https://afdian.com/p/a1f79ecea81e11efb95252540025c377,"爱, 慈善, 恋爱, 亲密关系",2024-11-21
得意志,https://afdian.com/p/fc516b5aa80c11efa2bf52540025c377,"策略, 功夫, 事业, 元技能",2024-11-21
不可论断人,https://www.zhihu.com/question/35551796/answer/710298376,"伦理, 评价权, 权柄",2024-11-21
地狱的门锁,https://afdian.com/p/82e36e9a91e611ee824d52540025c377,"逃避, 责任, 子女教育",2024-11-21
进化心理学,https://www.zhihu.com/question/23318325/answer/2089826721,"怀疑的艺术, 社会化, 心理学",2024-11-21
代客举手,https://www.zhihu.com/question/36980830/answer/36962678128?utm_psn=1842901808403603457,"策略, 怀疑的艺术, 利他, 提问",2024-11-20
经纪人,https://www.zhihu.com/question/642884971/answer/3387497549,"风险管理, 公众人物, 职业伦理",2024-11-20
行业纵览,https://www.zhihu.com/question/451199603/answer/3438010170,"工业, 市场, 信源管理, 阅历, 展会, 中国",2024-11-20
行业调研,https://www.zhihu.com/question/655285242/answer/3504833064,"策略, 调研, 实践, 信源管理, 展会",2024-11-20
道路以目,https://afdian.com/p/859ac242a70611efab2c5254001e7c00,"交往准则, 礼仪, 社会化, 社交, 尊重",2024-11-19
缪斯性,https://www.zhihu.com/question/54032151/answer/3175763991,"美, 神性享乐, 文化, 艺术, 音乐",2024-11-19
仁恕,https://afdian.com/p/842cb234a63a11ef866b52540025c377,"策略, 交往准则, 人际关系, 社交",2024-11-18
对赌,https://afdian.com/p/768274f22ceb11ef8b1a52540025c377,"爱, 净输出, 恋爱, 亲密关系, 勇气",2024-11-18
zw器神教,https://www.zhihu.com/question/579206074/answer/4429775754,"爱, 傲慢, 女权, 偶像崇拜, 亲密关系",2024-11-18
共享恋爱,https://www.zhihu.com/question/485127764/answer/3046345482,"爱, 反抑郁, 恋爱, 亲密关系",2024-11-18
钢的兔,https://afdian.com/p/6846a748a55711ef8a3a52540025c377,"自我, 自我认知",2024-11-17
超高建筑,https://www.zhihu.com/question/263815540/answer/1469356909,"技术, 建筑, 会计, 需求",2024-11-17
看不见的喷火龙,https://www.zhihu.com/question/594787988/answer/3424274481,"Poetic Irony, 爱, 亲密关系",2024-11-17
女权挑战,https://www.zhihu.com/question/30566381/answer/1696851021,"女权, 女性独立, 组织伦理",2024-11-17
自证大礼包,https://afdian.com/p/cab63ca6a41511efaf0752540025c377,"SOP, 策略, 怀疑的艺术, 质疑",2024-11-16
社会主义,https://www.zhihu.com/question/480100286/answer/2064858092,"社会主义, 意识形态, 政治",2024-11-16
社会化抚养,https://www.zhihu.com/question/265857247/answer/1375936847,"策略, 可持续性, 社会化, 社会治理",2024-11-16
浪里白条,https://www.zhihu.com/question/607967614/answer/3091182991,"反脆弱, 坚定, 认知战, 信源管理",2024-11-16
绸缪忧天,https://www.zhihu.com/question/656197920/answer/3505763665,"风险管理, 怀疑的艺术, 语文, 自然法",2024-11-15
指定志愿,https://www.zhihu.com/question/593698155/answer/2969368117,"策略, 管理, 领导, 组织伦理",2024-11-15
反消极,https://www.zhihu.com/question/618717552/answer/3232159856,"管理, 竞争, 组织伦理",2024-11-15
熟鸡蛋,https://www.zhihu.com/question/546608705/answer/2651304969,"功夫, 旷野, 实践",2024-11-14
背后议论,https://www.zhihu.com/question/24483774/answer/1864738908,"成熟, 评价权, 权柄, 社会化, 子女教育, 组织伦理",2024-11-14
金丹大道,https://afdian.com/p/805bec8aa25a11efba9752540025c377,"SOP, 子女教育",2024-11-13
别乱夸,https://afdian.com/p/651f8deaa21a11efafbb52540025c377,"夸奖, 评价权, 权柄, 子女教育",2024-11-13
复盘,https://www.zhihu.com/question/406224720/answer/1863916109,"SOP, 策略, 复盘, 元技能",2024-11-13
不要不要就不要,https://www.zhihu.com/question/63034460/answer/18283876073,"怀疑的艺术, 立场",2024-11-13
三鞠躬,https://www.zhihu.com/question/507302083/answer/3390658658,"悲观 / 乐观, 反脆弱, 会计, 亲密关系",2024-11-13
我不同意,https://afdian.com/p/7654f42ea16111ef9b5c5254001e7c00,"亲子关系, 子女教育, 自然法, 自由",2024-11-12
未成年驱动器,https://www.zhihu.com/question/665629156/answer/3620721933,"技术, 伦理, 青少年, 未成年人, 自然法",2024-11-12
戴珍珠耳环的少女,https://www.zhihu.com/question/581692774/answer/9085271212,"两性差异, 美, 审美, 形象管理",2024-11-12
女性恐惧,https://www.zhihu.com/question/46930544/answer/2112606469,"安全, 恐惧, 女性, 女性独立",2024-11-12
money talks,https://www.zhihu.com/question/3795183133/answer/29333897425?utm_psn=1839670921843048448,"批评, 评价权, 权柄",2024-11-11
无可妥协,https://www.zhihu.com/question/3887644490/answer/29097292771?utm_psn=1839656983151665152,"安全, 风险管理, 社会治理, 自然法",2024-11-11
信息自由,https://afdian.com/p/6b4926e2a08811ef99cf52540025c377,"诚实, 隐私",2024-11-11
服从,https://www.zhihu.com/question/463206973/answer/1924612230,"服从, 教育, 亲子关系, 权柄, 子女教育",2024-11-11
天赋,https://www.zhihu.com/question/35318941/answer/2132354653,"补强, 补弱/补强, 策略, 天赋",2024-11-11
好不好,https://afdian.com/p/04e195289f0d11ef918852540025c377,"爱, 亲密关系, 贪婪, 自然法",2024-11-10
大保镖,https://www.zhihu.com/question/538846835/answer/2579603307,"补强, 补弱/补强, 亲子关系, 子女教育",2024-11-10
中国的不足,https://www.zhihu.com/question/48994434/answer/1273523696,"价值观, 伦理, 社会化, 中国",2024-11-10
父母先生,https://www.zhihu.com/question/275805983/answer/3232669037,"成熟, 沟通, 决策, 亲密关系, 尊重",2024-11-10
工作冲突处置原则,https://afdian.com/p/45af5e849ea711ef807452540025c377,组织伦理,2024-11-09
受伤害,https://www.zhihu.com/question/315284987/answer/1864804256,"策略, 伤害, 原谅",2024-11-09
情感挽回大师,https://www.zhihu.com/question/470420822/answer/1983575141,"爱, 错得对, 亲密关系",2024-11-09
不和,https://afdian.com/p/33448030334011ef8dec5254001e7c00,"爱, 反脆弱, 亲密关系, 英勇, 勇敢",2024-11-09
弦歌雅意,https://afdian.com/p/ed7175c49d5f11ef9b7f52540025c377,"策略, 沟通, 向上管理",2024-11-08
小上帝的前女友,https://www.zhihu.com/question/431661610/answer/25733180634?utm_psn=1838011517011890178,"傲慢, 恋爱, 评价权, 亲密关系",2024-11-08
A VERY EDUCATED GUESS,https://www.zhihu.com/question/2975291413/answer/25722688707?utm_psn=1838009019945590784,"补强, 补弱/补强, 亲子关系, 子女教育",2024-11-08
恋爱原理,https://www.zhihu.com/question/461267669/answer/1906986171,"爱, 两性关系, 亲密关系, 英雄, 英勇",2024-11-08
反犹,https://www.zhihu.com/question/20114055/answer/1205460145,"世界史, 文化, 宗教",2024-11-08
理解和对错,https://www.zhihu.com/question/551968270/answer/2695078243,"怀疑的艺术, 理解, 语文",2024-11-08
实习生,https://www.zhihu.com/question/1950221207/answer/25087159639?utm_psn=1837802738223804416,"爱, 公众人物, 权柄",2024-11-07
天堂有路,https://www.zhihu.com/question/872826687/answer/24898944526?utm_psn=1837697621982072833,"创业, 风险管理, 会计, 投资, 乡愿",2024-11-07
德雷克医生,https://www.zhihu.com/question/635225975/answer/3328725783,"合作, 怀疑的艺术, 组织伦理",2024-11-07
两条道路,https://www.zhihu.com/question/582102554/answer/2877338485,"爱, 谦卑, 影响力, 子女教育",2024-11-07
非常之“非常”,https://www.zhihu.com/question/463907909/answer/1930335276,"怀疑的艺术, 历史, 世界史, 语文",2024-11-07
所罗门说,https://www.zhihu.com/question/1276540028/answer/23960678295?utm_psn=1837525362613047297,"反脆弱, 反抑郁, 子女教育, 自然法, 自由",2024-11-07
you are mine,https://afdian.com/p/7d8336ca9b0811efb95e52540025c377,"沟通, 聊天, 亲密关系, 社会化, 社交, 元技能",2024-11-06
丧气话,https://www.zhihu.com/question/281756338/answer/3214348555,"策略, 反脆弱, 反抑郁, 社会化, 社交, 文化",2024-11-06
文化,https://www.zhihu.com/question/279993451/answer/1083043643,"共识, 决策, 文化, 中国",2024-11-06
差距,https://www.zhihu.com/question/395585298/answer/2557912076,"国际关系, 技术, 科技, 自然法",2024-11-05
国际主义,https://www.zhihu.com/question/546130661/answer/3411471696,"国际关系, 国际主义, 意识形态, 政治",2024-11-05
言外之意,https://www.zhihu.com/question/645492266/answer/3409624374,"国际关系, 权利, 政治",2024-11-05
重量级棋王,https://www.zhihu.com/question/268189551/answer/3544983988,"功夫, 怀疑的艺术, 基本技能, 理性, 逻辑, 推理, 信源管理",2024-10-29
怀疑与猜疑,https://www.zhihu.com/question/537845427/answer/2532609297,"策略, 成熟, 怀疑的艺术, 基本技能, 可持续性, 恐惧, 信源管理",2024-10-29
受够了,https://www.zhihu.com/question/328563416/answer/2776168303,"抱怨, 补弱/补强, 苦难, 态度",2024-10-28
反驳人,https://www.zhihu.com/question/495483711/answer/3120508353,"抱怨, 补弱/补强, 怀疑的艺术, 坚强, 苦难, 态度, 自然法",2024-10-28
比复读还苦,https://www.zhihu.com/question/345953564/answer/844155001,"悲观 / 乐观, 反脆弱, 坚强, 绝望, 苦难, 阅历",2024-10-28
苦中苦,https://www.zhihu.com/question/605614795/answer/3238182977,"反脆弱, 价值观, 苦难, 快乐, 神性享乐",2024-10-28
乌龙茶,https://www.zhihu.com/question/52515464/answer/578881811,"悲观 / 乐观, 反脆弱, 苦难",2024-10-27
诅咒苦难,https://www.zhihu.com/question/516832110/answer/2533182188,"补弱/补强, 成熟, 反脆弱, 苦难, Toughness",2024-10-27
落汤鸡,https://afdian.com/p/153a23407c0811ef883c52540025c377,"反脆弱, 怀疑的艺术, 苦难, Toughness, 态度",2024-10-27
大懒腰,https://www.zhihu.com/question/588627524/answer/3054921454,"策略, 动物, 集体, 科普, 科学, 礼仪",2024-10-25
MMA,https://www.zhihu.com/question/38948991/answer/2201587028,"暴力, 集体, 尚武, 文化, 中国",2024-10-25
事不可为,https://www.zhihu.com/question/612127674/answer/3138743440,"集体, 社会化, 自然法, 组织伦理",2024-10-25
集体主义精神,https://www.zhihu.com/question/35742423/answer/2943375083,"合作, 集体, 集体主义, 社会化, 团队精神, 语文",2024-10-24
幼稚权,https://www.zhihu.com/question/355613206/answer/893427036,"成熟, 集体, 历史, 文化, 政治",2024-10-24
集体主义,https://www.zhihu.com/question/484974881/answer/2394140523,"怀疑的艺术, 集体, 集体主义, 语文",2024-10-23
开舱门的人,https://www.zhihu.com/question/587776721/answer/2924669605,"集体, 集体主义, 历史, 社会化, 文化",2024-10-23
辩论,https://www.zhihu.com/question/491271682/answer/2192655562,"爱, 立场, 神性",2024-10-22
胡锡进,https://www.zhihu.com/question/35781075/answer/1554845633,"补弱/补强, 攻击, 立场",2024-10-22
多加小心,https://www.zhihu.com/question/494272679/answer/2188947781,"反脆弱, 立场, 文化, 勇敢",2024-10-22
5亿,https://www.zhihu.com/question/519245079/answer/2369974300,"立场, 利他, 政治, 自信",2024-10-22
看屁股的人,https://www.zhihu.com/question/382301537/answer/1320162728,立场,2024-10-21
反仇恨,https://www.zhihu.com/question/450709731/answer/3065421862,立场,2024-10-21
立场分歧,https://www.zhihu.com/question/31296201/answer/1963592426,"分手, 宽容, 立场, 亲密关系, 自由",2024-10-21
不败之地,https://www.zhihu.com/question/64743352/answer/2567854702,立场,2024-10-21
一年疫苗,https://www.zhihu.com/question/654134898/answer/3485123291,颓废,2024-10-20
一事无成,https://www.zhihu.com/question/324720000/answer/1493548896,颓废,2024-10-20
荣宝斋,https://www.zhihu.com/question/508579228/answer/3397423024,"贵族, 历史, 礼仪, 商业, 商业伦理, 奢侈品",2024-10-19
显而不贵,https://www.zhihu.com/question/50706706/answer/3406540914,"精英, 礼仪, 奢侈品, 文化",2024-10-19
人安乐,https://www.zhihu.com/question/525183123/answer/2422740729,"财富, 财富观, 奢侈品",2024-10-19
奢侈品,https://www.zhihu.com/question/22696422/answer/1635740528,"财富, 财富观, 慈善, 奢侈品",2024-10-18
真奢侈品,https://www.zhihu.com/question/429282734/answer/1651742004,"传承, 价值, 可持续性, 奢侈品, 投资, 艺术",2024-10-18
德国品牌,https://www.zhihu.com/question/629993151/answer/3303026463,"怀疑的艺术, 奢侈品, 世界史, 文化",2024-10-18
说废话的朋友,https://www.zhihu.com/question/592523167/answer/2965645980,"废话, 交往准则, 朋友, 社会化",2024-10-17
废话,https://www.zhihu.com/question/35132214/answer/2519414179,"表达, 废话, 影响力, 元技能",2024-10-17
感谢,https://www.zhihu.com/question/21723111/answer/1857318376,"感谢, 会计, 社会化, 乡愿, 赠礼, 子女教育",2024-10-16
